DonViId,TenDonVi,DiaChi,Website,MoTa,ChuongTrinh,ChuSoHuu,LaChiNhanh,TinhTrang,GVVN,GVNN,HoatDong,LoaiQuyetDinh,QuyetDinhSo
654,"Công ty TNHH One Terrace
","Tầng 3, Phòng 03.31, số 290 An Dương Vương, Phường 4 Quận 5 Thành Phố Hồ Chí Minh",None,None,None,"ông Tatsuya Ishinaka
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4041/GDĐT-TC
"
655,"Công ty TNHH Phát triển Giáo dục Nghề nghiệp và Hợp tác Quốc Tế
","138, đường Hà Huy Giáp, phường Thạnh Lộc Quận 12 Thành Phố Hồ Chí Minh",None,None,None,"ông Đặng Thế Long
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4059/GDĐT-TC
"
656,"Công ty Cổ phần Thương mại và Dịch vụ Quốc tế An Dương
","74 Lô M, đường Hoàng Quốc Việt, Khu dân cư Phú Mỹ, Phường Phú Mỹ Quận 7 Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Thế Dương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4084/GDĐT-TC
"
657,"Công ty TNHH Dịch thuật-Tư vấn Du học Kiên Khang
","33, đường Trần Xuân Hòa, Phường 7 Quận 5 Thành Phố Hồ Chí Minh",None,None,None,"bà Hứa Tú Hà
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4085/GDĐT-TC
"
658,"Công ty TNHH Tư vấn Mirai Việt Nam
","7/22, đường C1, Phường 13 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Tấn Phúc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4099/GDĐT-TC
"
659,"Công ty Cổ phần Xúc tiến Thương mại và Truyền thông Đông Dương
","207, đường Võ Văn Tần, Phường 5 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Dương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4086/GDĐT-TC
"
660,"Công ty Cổ phần Du học Daiichi Việt Nam
","192/4, đường Nguyễn Thái Bình, Phường 12 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Phạm Thị Thúy Kiều
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4183/GDĐT-TC
"
661,"Công ty TNHH Tư vấn du học và Thương mại Du Nhật
","Phòng 3.13 Tầng 3 Officetel Tòa nhà Garden Gate, số 8 đường Hoàng Minh Giám, Phường 9 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Hoàng Thanh Mai
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4204/GDĐT-TC
"
662,"Công ty Cổ phần Phát triển Nguồn nhân lực Hikari
","118/10, đường Phan Huy Ích, Phường 15 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Đinh Song Toàn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4207/GDĐT-TC
"
663,"Công ty TNHH Newstar Global
","Tầng 3, số 6, đường Hồ Tùng Mậu, Phường Nguyễn Thái Bình Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Vũ Thị Mai Hương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4206/GDĐT-TC
"
664,"Công ty TNHH Passage of Study
","10C, đường Trần Nhật Duật, Phường Tân Định Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Võ Thị Phương Oanh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4205/GDĐT-TC
"
665,"Công ty Cổ phần Đào tạo Nhân lực Sanrin
","285/51, đường Cách Mạng Tháng Tám, Phường 12 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Nhân Trung
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4203/GDĐT-TC
"
666,"Công ty TNHH Tư vấn và Đầu tư Trần Quang
","4/5, đường Hậu Giang, Phường 4 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Đức Tài
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4317/GDĐT-TC
"
667,"Công ty Cổ phần Giải pháp du học SCVN
","337/1A, đường Lê Văn Lương, Phường Tân Quy Quận 7 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Phan Việt Thủy
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4265/GDĐT-TC
"
668,"Công ty Cổ phần Tập đoàn Việt Nam Hiếu Học
","113 đường Ba Tháng Hai, Phường 11 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,"ông Trương Trần Dũng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4267/GDĐT-TC
"
669,"Công ty TNHH Dịch vụ Đào tạo Mirai
","76, đường Nguyễn Xí, Phường 26 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"bà Lê Thị Hồng Vinh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4268/GDĐT-TC
"
670,"Công ty TNHH Một thành viên Việt La Bo
","780/14E, đường Sư Vạn Hạnh, Phường 12 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Duy Cường
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4269/GDĐT-TC
"
671,"Công ty TNHH Một thành viên Hợp tác Giáo dục Nghề nghiệp Quốc Tế
","Phòng A5.6, tầng 5, số 138, đường Hà huy Giáp, Phường Thạnh Lộc Quận 12 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Kim Loan
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4266/GDĐT-TC
"
672,"Công ty Trách nhiệm hữu hạn Nacel Vietnam
","Văn phòng 08 lầu 23, Tòa nhà AB, số 76A đường Lê Lai, phường Bến Thành Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà HA JIYOON
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4452/GDĐT-TC
"
673,"Công ty Trách nhiệm hữu hạn Taleed
","242 Nguyễn Thị Minh Khai, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Đặng Nguyễn Phương Quỳnh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4534/GDĐT-TC
"
674,"Công ty TNHH Nhân lực AKANE
","2A đường Tản Viên, Phường 2 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Trọng Nghĩa
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4594 /GDĐT-TC
"
675,"Công ty Trách nhiệm hữu hạn Tatosa
","31/18, đường Ung Văn Khiêm, Phường 25 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"bà Sái Thị Mây
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3601/GDĐT-TC
"
676,"Công ty Trách nhiệm hữu hạn MTV I-Studylink
","157/5 đường Ba Tháng Hai, Phường 11 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,"bà Phạm Thị Thanh Nhã
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4535/GDĐT-TC
"
677,"Công ty Cổ phần Tư vấn Phước Tài
","196/2/5C, đường Lê Thị Bạch Cát, Phường 11 Quận 11 Thành Phố Hồ Chí Minh",None,None,None,"bà Lê Trần  Mộng Dung
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4536/GDĐT-TC
"
678,"Công ty Trách nhiệm hữu hạn Linh Điền
","134/7, đường Lạc Long Quân, Phường 3 Quận 11 Thành Phố Hồ Chí Minh",None,None,None,"bà Dương Diễm Mai
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4536/GDĐT-TC
"
679,"Công ty Trách nhiệm hữu hạn New Enghland Elite Education Consulting
","Lầu 8 tòa nhà Alpha, số 151, đường Nguyễn Đình Chiểu, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Đào Nhật Mai
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3584/GDĐT-TC
"
680,"Chi nhánh Công ty Cổ phần Gíao dục Nam Anh
","Tầng 2 khối văn phòng, số 181, đường Cao Thắng, Phường 12 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Thị Phú
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3603/GDĐT-TC
"
681,"Công ty TNHH Tư vấn du học Sakura-VT 
","122/27/39 đường Tôn Đản, Phường 10 Quận 4 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Văn Sĩ
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4475/GDĐT-TC
"
682,"Công TNHH Giáo dục Việt My Group 
","15 đường số 1, phường Bình Trưng Tây Quận 2 Thành Phố Hồ Chí Minh",None,None,None,"bà Cao Thị Cẩm My
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"287/GDĐT-TC
"
683,"Công ty TNHH Chấn Thanh – Arkki 
","25/7A đường Nguyễn Bỉnh Khiêm, phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Huỳnh Thu Trúc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"326/GDĐT-TC
"
684,"Công ty Cổ phần Du học Việt - SSE
","156/2 đường Cộng Hòa, Phường 12 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Trương Thị Kim Phụng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"310/GDĐT-TC
"
685,"Công ty TNHH Tư vấn và Thương mại Blue Sea
","42 đường Nguyễn Bỉnh Khiêm, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Huỳnh Thị Trúc Phương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"311/GDĐT-TC
"
686,"Công ty TNHH Quốc tế Vĩ Nam 
","70-72 đường Nguyễn Văn Trỗi, Phường 8 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Lai Thảo Thanh Xuân
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"312/GDĐT-TC
"
687,"Công ty TNHH Hoc đường Tia Sáng Quốc Tế
","P1-02, 57 khối văn phòng, khu 1 tầng 2, Tòa nhà Prince Residence, số 17-19-21 đường Nguyễn Văn Trỗi, Phường 12 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Đức Ngọc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"313 /GDĐT-TC
"
688,"Công ty TNHH Đào tạo và Thương mại Dịch vụ Minh Tú
","188/35 đường Lê Đình Cẩn, Khu phố 6, phường Tân Tạo Quận Bình Tân Thành Phố Hồ Chí Minh",None,None,None,"ông Hà Minh Tú
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"314/GDĐT-TC
"
689,"Côngty TNHH SMJ
","89/2B đường Song Hành, KP4, Thị trấn Hóc Môn Huyện Hóc Môn Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Thanh Sơn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"316/GDĐT-TC
"
690,"Công ty Cổ phần Đầu tư và Phát triển SHB 
","68 đường Nguyễn Huệ, Phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Huyền
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"317/GDĐT-TC
"
691,"Công ty TNHH Đào tạo và Phát triển Nguồn nhân lực Quốc tế SUNNY
","488/20 đường Cộng Hòa, Phường 13 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Trọng Tùng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"318/GDĐT-TC
"
692,"Công ty Trách nhiệm hữu hạn Dịch vụ tổng hợp Thanh Danh
","102 A-B-C đường Cống Quỳnh, Phường Phạm Ngũ Lão Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Thanh Thảo
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"319/GDĐT-TC
"
693,"Công ty TNHH Tư vấn Giáo dục Du học Hoàn Mỹ
","263 đường Hoàng Hoa Thám, Phường 13 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Thị Dung
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"296/GDĐT-TC
"
694,"Công ty TNHH Tư vấn du học Northern lights
","11/1D, đường Tô Ký, ấp Tam Đông 1, xã Thới Tam Thôn Huyện Hóc Môn Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Thanh Hồng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"205/GDĐT-TC
"
695,"Công ty TNHH Minh An Group
","15 đường Thái Thuận, phường An Phú Quận 2 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Uyên Minh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"144 /GDĐT-TC
"
696,"Công ty TNHH Tư vấn du học ONEPLUS
","Tầng 3,số 382/17-19 đường Nguyễn Thị Minh Khai, Phường 5 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Huỳnh Thị Thu Thủy
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"124/GDĐT-TC
"
697,"Công ty TNHH Du học Quốc tế PDT
","14/12 đường Ngô Tất Tố, Phường 19 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"ông Phan Đình Thư
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"146/GDĐT-TC
"
698,"Công ty Cổ phần Đầu tư và Phát triển Giáo dục Quốc tế Bình Minh GV
","117, đường Lê Văn Thọ, Phường 8 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Thùy Trang
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"114/GDĐT-TC
"
699,"Công ty TNHH Trí Tuệ Đất Việt 
","140/4 đường TL 41, phường Thạnh Lộc Quận 12 Thành Phố Hồ Chí Minh",None,None,None,"ông Mai Ngọc Vinh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"247/GDĐT-TC
"
700,"Công ty TNHH Du lịch -Thương mại Tân Đông Dương
","51 đường Trương Định, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"ông Phạm Hồng Lĩnh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"315/GDĐT-TC
"
701,"Công ty TNHH tư vấn NVT
","Tầng 33 tòa nhà Lim Tower, số 9-11 đường Tôn Đức Thắng, phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Phương Nga
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"115/GDĐT-TC
"
702,"Công ty TNHH ABROADER
","238/2B đường Nguyễn Thị Minh Khai, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Mơ
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"246/GDĐT-TC
"
703,"Công ty TNHH Giáo dục Gia Đình Việt Hàn
","371 đường Nguyễn Kiệm, Phường 3 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"bà Hoàng Minh Thư
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"248/GDĐT-TC
"
704,"Công ty TNHH Phát triển Nguồn Nhân lực và Hợp tác Quốc tế Tân Sinh
","133/38/11 đường Cống Lở, Phường 15 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"ông Trịnh Minh Phú
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"206/GDĐT-TC
"
705,"Công ty TNHH Asahi Việt Nam MACHINERY
","242/117 đường Bà Hom, Phường 13 Quận 6 Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Võ Hậu
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"558/GDĐT-TC
"
706,"Công ty Cổ phần Seishin
","143/50/34/17 Liên khu 5-6, Phường Bình Hưng Hòa B Quận Bình Tân Thành Phố Hồ Chí Minh",None,None,None,"bà Lê thị Như Khương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"558/GDĐT-TC
"
707,"Công ty TNHH Innovation Factory
"," L2-12A.OT02 Tòa Landmark 2 Vinhomes Central Park, 720 Điện Biên Phủ, Phường 22 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"Ông Ito Haruhiko
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"759/GDĐT-TC
"
708,"Công ty TNHH Phát triển Dịch vụ Giáo dục Quốc tế Việt Nhật Anh Tài
","2A đường số 2, khu phố 27, phường Bình Hưng Hòa A Quận Bình Tân Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Văn Tài
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"587/GDĐT-TC
"
709,"Công ty TNHH Thương mại Tư vấn và Dịch vụ TAKEDA
","240/37/2 Nguyễn Văn Luông, Phường 11 Quận 6 Thành Phố Hồ Chí Minh",None,None,None,"Ông Dương Hoàng Sơn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"631/GDĐT-TC
"
710,"Công ty TNHH Tư vấn Campbell
","A1-20OT11, Officetel, tầng 20, tòa A1 Vinhomes Golden River, số 02 đường Tôn Đức Thắng, phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"Ông Huỳnh Dương Quang
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"616/GDĐT-TC
"
711,"Công ty TNHH Đầu tư Giáo dục Du học – Du lịch Á Châu
","330 đường Trường Chinh, Phường 13 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Phan Thị Tú Vân
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"615/GDĐT-TC
"
712,"Công ty Cổ phần Đầu tư Giáo dục Quốc tế AKIRA
","Lầu 1, Văn phòng Bộ GD-ĐT phía Nam, số 3 Công Trường Quốc Tế, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"Ông Lê Văn Hải
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"630/GDĐT-TC
"
713,"Công ty TNHH Giáo dục KENTON
","31A đường Hồ Biểu Chánh, Phường 12 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"Bà Phí Thị Lan 
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"758/GDĐT-TC
"
714,"NULLCông ty TNHH Tư vấn Giáo dục Hướng Minh
","99 đường Nguyễn Thái Sơn, Phường 4 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Hữu Nam
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"763/GDĐT-TC
"
715,"Công ty TNHH Nhân lực Quốc tế V&J
",1358/31 đường Quang Trung Quận Gò Vấp Thành Phố Hồ Chí Minh,None,None,None,"Ông Lê Thanh Trung
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"762/GDĐT-TC
"
716,"Công ty TNHH Tư vấn du học Nhật Bản Vầng Sáng
","296A QL22, tổ 6 ấp Đình, xã Tân Phú Trung Huyện Củ Chi Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Thôn Nữ
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"760/GDĐT-TC
"
717,"Công ty TNHH Tư vấn Du học DTS
","153 đường số 1, Phường Tân Phú Quận 7 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Đức Hải
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"764/GDĐT-TC
"
718,"Công ty TNHH Tư vấn Thương mại Dịch vụ Gia Đình Việt
","108/06 đường Đào Duy Anh, Phường 9 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Hữu Danh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"761/GDĐT-TC
"
719,"Công ty TNHH OIC ASIA
","56 đường số 3, phường Tân Kiểng Quận 7 Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Phú Anh Tuấn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"374/GDĐT-TC
"
720,"Công ty TNHH Tư vấn và Dịch thuật Bảo Phương
","80/16B đường Trần Quang Diệu, Phường 14 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Hồng Hoa
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"805/GDĐT-TC
"
721,"Công ty TNHH TNT EDUCATION
","64/7I ấp Dân Thắng, xã Tân Sơn Nhì Huyện Hóc Môn Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Ngọc Hiền
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"804/GDĐT-TC
"
722,"Công ty TNHH Dịch vụ Tư vấn Giáo dục Thời Đại
","12 Nguyễn Văn Thủ, phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Đinh Thị Thảo
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"927/GDĐT-TC
"
723,"Công ty TNHH Tư vấn và Đào tạo Thế Hệ Mới
","32B đường Trần Quang Khải, Phường Tân định Quận 1 Thành Phố Hồ Chí Minh",www.thm.vn ,None,None,"ông Trần Anh Tuấn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"928/GDĐT-TC
"
724,"Công ty TNHH Một thành viên WARASHIGE
","33/16 đường Lý Văn Phức, phường Tân Định Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Thị Hồng Thuận
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"926/GDĐT-TC
"
725,"Công ty TNHH Hai thành viên Tài năng Giáo dục Toàn Cầu
","16A1 Vũ Ngọc Phan, Phường 13 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Nguyễn Khánh Dũng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"958/GDĐT-TC
"
81,"Công ty Trách nhiệm hữu hạn Giáo Dục
","Tầng 3, Tòa nhà Qunimex, số 28, đường Nguyễn Thị Diệu, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",www.tec.edu.vn,None,None,"Phan Thị Hồng Phương
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4290
"
84,"Công ty Trách nhiệm hữu hạn Apax Franklin Academy
","lầu 6, số 198, đường Nguyễn Thị Minh Khai, Phường 6 Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"Vũ My Lan
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"209
"
86,"Công ty Trách nhiệm hữu hạn Tư vấn và giải pháp Giáo Dục Việt Đức
"," 33A, đường Nguyễn Kiệm, Phường 3 Quận Gò Vấp Thành Phố Hồ Chí Minh",www.tuvanvietduc.edu.vn,None,None,"Ngô Lệ Thủy
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,None
87,"Công ty Trách nhiệm hữu hạn Truyền thông và Giáo dục Quốc tế Edunet 
"," 475A, đường Điện Biên Phủ, Phường 25 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"Nguyễn Quốc Anh
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"82
"
88,"Công  ty TNHH MTV Thương mại và Hợp tác Giáo dục Mỹ Việt
","31C Lý Tự Trọng, phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"Nguyễn Thị Lệ Dung
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"525
"
92,"Công ty Cổ phần Hợp Điểm
","27, Lê Quý Đôn, Phường 7 Quận 3 Thành Phố Hồ Chí Minh",www.vietnamhopdiem.edu.vn,None,None,"Trần Hữu Phúc Tiến
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"310
"
94,"Công ty Cổ phần TMS Du Học
","Tầng 5, tòa nhà Phượng Long, số 506 Nguyễn Đình Chiểu, Phường 4 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"Trần Văn Nguyên Lý Sơn
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"527
"
101,"Công ty Cổ phần Giáo dục Vietint
","111D, đường Lý Chính Thắng, Phường 7 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"Nguyễn Thị Hồng Điệp
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"817
"
109,"Công ty Cổ phần Đào tạo và Đầu tư Giáo dục Minh Việt
","181, đường Lê Đức Thọ, Phường 17 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"Trần Quốc Trung
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2102/GDĐT-TC
"
111,"Công ty TNHH Tư vấn Giáo dục và Đào tạo Quốc tế Phương Anh
","tầng 4, Cao ốc Yoco, số 41, đường Nguyễn Thị Minh Khai, phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"Nguyễn Thị Diệu
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2413/GDĐT-TC
"
113,"Công ty Cổ phần ITM Thành phố Hồ Chí Minh
","48, Đường số 5, khu dân cư Him Lam, phường Tân Hưng Quận 7 Thành Phố Hồ Chí Minh",None,None,None,"Lưu Danh Tuyến
",1,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2429/GDĐT-TC
"
